Name,Phone,Address,City,State,Zip,County,Age
Hopebridge Autism Therapy Center - Macon,(478) 219-7626,"4931 Riverside Dr, Suite 400A,",Macon,GA,31210,Bibb,3 to 5
Hopebridge Autism Therapy Center - Snellville,(470) 327-9193,2059 Scenic Hwy N Suite 101,Snellville,GA,30078,Gwinnett,3 to 5
InCommunity Atlanta,(470) 357-6671 X1048,"3301 Buckeye Road, Suite 700",Atlanta,GA,30341,DeKalb,3 to 5
"Inneractions Therapy Services, LLC - Cobb",770-726-9624,"1640 Powers Ferry Road Building 2, Suite 150",Marietta,GA,30067,Cobb,3 to 5
Innovative Health Foundation,800-992-8977,"5050 Research Court, Suite 800",Suwanee,GA,30024,Gwinnett,3 to 5
Int'l Rett Syndrome Association,1-800-818-7388,4600 Devitt Drive,Cincinnati,OH,45246,,3 to 5
Intown Pediatric Behavioral Wellness,(404) 653-0322,340 Boulevard NE Suite 345,Atlanta,GA,30312,Fulton,3 to 5
Invo Behavior and Therapy Services,(800) 356-4049,2550 Trade Center Drive,Evans,Georgia,30809,Columbia,3 to 5
Jacob's Ladder Neurodevelopmental Learning Center,770/998-1017,407 Hardscrabble Road,Roswell,GA,30075,Fulton,3 to 5
Kadiant - Forsyth,(866) 523-4268,"7360 McGinnis Ferry Rd, Suite 100,",John’s Creek,GA,30024,Forsyth,3 to 5
Kadiant - Fulton,(866) 523-4268,"1215 Hightower Trail, Suite B120,",Atlanta,GA,30350,Fulton,3 to 5
Kadiant - Gwinnett,(866) 750-5554,"2810 Premiere Parkway, Suite 500",Duluth,GA,30097,Gwinnett,3 to 5
Kathryn M. York Adapted Aquatics Center,(706) 922-9664,Wilson Family Y 3570 Wheeler Road,Augusta,GA,30909,Richmond,3 to 5
Kick Lighter Resource Center,912-355-7633,7219 Seawright Drive,Savannah,GA,31416,Chatham,3 to 5
Kiddo's Clubhouse,678-527-3224,11539 Park Woods Circle Suite 502,Alpharetta,GA,30005,Fulton,3 to 5
Kids Enabled Magazine,404-401-9400,5579-B Chamblee Dunwoody Road,Atlanta,GA,,DeKalb,3 to 5
Kimbridge Music Therapy Services,404-934-0115,4485 Tench Rd Suite 1211,Suwanee,GA,30024,Gwinnett,3 to 5
Koru Kids Connections,(201) 639-4968,78 Dawsonville Way N Suite 140-38,Dawsonville,GA,30534,Dawson,3 to 5
Language and Learning Clinic Home-based Program,404-785-9400,Marcus Austim Center 1920 Briarcliff Road,Atlanta,GA,30329,DeKalb,3 to 5
"Law Offices of Dennise L. Grayson, LLC",(706) 310-1242,1 Third Street North,Watkinsville,GA,30677,Oconee,3 to 5
Law Offices of Kathleen M. Flynn,404-479-4431,315 West Ponce de Leon Avenue Suite 940,Decatur,GA,30030,DeKalb,3 to 5
LEAPS Therapy Clinic,(678) 965-0653,703 Atlanta Highway,Cumming,Georgia,30040,Forsyth,3 to 5
Learn-2-Learn Educational Therapy,(678) 491-4513,"2900 Chamblee-Tucker Road Building 12, Suite 200",Atlanta,GA,30341,DeKalb,3 to 5
Learning Rx Center - Atlanta-Buckhead,(404) 458-8419,5252 Roswell Road Heritage Park Suite 100,Atlanta,GA,30342,Fulton,3 to 5
LearningRX Center - Alpharetta-Johns Creek,(404) 334-7913,"10220 Medlock Bridge Rd, Ste 101",Johns Creek,GA,30022,Fulton,3 to 5
Lighthouse Counseling,770-251-5873,121 Jackson Steet,Newnan,GA,30263,Coweta,3 to 5
Lighthouse behavioral consulting,(762) 359-0003,,,,,Muscogee,3 to 5
Lightway Psychological Services,(404) 491-1684,2801 Buford Highway NE Suite 503,Atlanta,GA,30329,DeKalb,3 to 5
LM Speech,(678) 358-7237,2547 Ridgewood Terrace NW,Atlanta,GA,30318,Fulton,3 to 5
Lowcountry Autism Foundation,(843) 876-0415,135 Rutledge Avenue,Charleston,SC,29403,,3 to 5
MAAP Services For Autism/Aspergers/PDD/NOS,(219) 789-9874,P.O. Box 524,Crown Point,IN,46308,,3 to 5
Macys Autism Pals,(916) 289-3720,100 Harbor Pointe Circle,Brunswick,GA,31523,Glynn,3 to 5
Marcus Autism Center,(404) 785-9400,1920 Briarcliff Road,Atlanta,GA,30329,DeKalb,3 to 5
Maximum Potential Kids,(404) 483-5066,11389 Stockbridge Highway Suite 229,Alpharetta,GA,30022,Fulton,3 to 5
May Institute - Savannah,(912) 349-4843,"4 Mall Ct., Suite A",Savannah,GA,31406,Chatham,3 to 5
MDE School,(770) 971-4633,1517 Johnson Ferry Road,Marietta,GA,30062,Cobb,3 to 5
Milestones Therapy,(229) 402-7188,117 3rd Street E,Tifton,GA,31794,Tift,3 to 5
Milton Speech Pathology,(678) 824-2145,"11285 Elkins Rd, Suite G2",Roswell,GA,30076,Fulton,3 to 5
Momentum Autism Therapy Services,(833) 222-4273,,,GA,,DeKalb,3 to 5
My Goal Resources,(877) 886-9462,P.O. Box 531,Monmouth Junction,NJ,8852,,3 to 5
National Autism Association,877-622-2884,"One Park Avenue, Suite 1",Portsmouth,RI,2871,,3 to 5
Neurodevelopmental Assessment & Consulting Services (NACS),(404) 254-5881,320 Winn Way Suite 102,Decatur,GA,30030,DeKalb,3 to 5
New Heights Academy,(770) 912-3875,6225 Atlanta Highway Suite 110,Alpharetta,GA,30004,Forsyth,3 to 5
Newnan Family Chiropractic,(770) 683-9105,197 Jefferson Pkwy,Newnan,GA,30263,Coweta,3 to 5
Next Behavioral Solutions,(706) 905-5525,"6003 Veterans Parkway, Suite 219",Columbus,GA,31909,,3 to 5
Next Phase Behavioral Solutions LLC,(706) 905-5525,,,GA,,Muscogee,3 to 5
North Fulton Autism Support Group,(678) 315-2498,,Johns Creek,Ga,,Fulton,3 to 5
"North Georgia Autism Center, Inc.",(765) 414-6227,301 Hickory Ridge Trail Suites 130 & 140,Woodstock,GA,30188,Cherokee,3 to 5
North Macon Family Healthcare Associates,(478) 471-0089,540 Charter Boulevard Suite 100,Macon,GA,31210,Bibb,3 to 5
Northstar Psychological Services,(770) 667-3877,120 Vann Street Suite 100,Marietta,GA,30060,Cobb,3 to 5
Nurture Behavioral Health and Education Services,(912) 409-7889,1201 Shadowlawn Drive,St. Marys,Ga,,Camden,3 to 5
Organization for Autism Research (OAR),(703) 243-9710 X 229,"2000 North 14th Street, Suite 300",Arlington,VA,22201,,3 to 5
Owl Ridge Equestrian Center,(770) 715-9685,345 Bluebird Acres Road,Woodstock,GA,30188,Cherokee,3 to 5
PAC (Parents of Autistic Children) of Northwest Georgia,(706) 528-2908,"1 Rosalyn Court, SW",Rome,GA,30165,Floyd,3 to 5
Parent of Autistic Children of NW Georgia (PAC),(706) 528-2908,Etowah Senior Center 1325 Kingston Highway NE,Rome,GA,30165,Floyd,3 to 5
Parenting ADHD & Autism,,PO Box 1376,Skyland,NC,28776,,3 to 5
Pathways Autism Center,(678) 691-2206,50 Plaza Way NW Suite A,Marietta,Georgia,30060,Cobb,3 to 5
Pathways Autism Center - McDonough Center,(678) 691-2206,382 Racetrack Road,McDonough,Georgia,30252,Henry,3 to 5
Pathways Autism Center - Sandy Springs Center,(678) 691-2206,6849 Peachtree Dunwoody Rd Building A-1,Atlanta,Georgia,30328,Fulton,3 to 5
Peaceful Pieces Sensory Center,,P.O. Box 452,Ringgold,GA,30736,Catoosa,3 to 5
Peachtree Pediatric Psychology,(404) 796-7777,"750 Hammond Drive, Building 10, Suite 100",Atlanta,GA,30328,DeKalb,3 to 5
"Pediatric Speech Therapy of Forsyth, LLC",(770) 410-7719,"4080 McGinnis Ferry Road Building 300, Suite 302",Alpharetta,GA,30005,Forsyth,3 to 5
Pieces to the Puzzle,(470) 262-1002,Gracepointe Church 7915 Dallas-Acworth Hwy.,Dallas,GA,30157,Paulding,3 to 5
Positive Behavior Support Corporation,(855) 832-6727 Ext. 1890,7108 S Kanner Highway,Stuart,FL,34997,,3 to 5
Positive Behavior Supports Corporation,(855) 832-6727 ext:1414,260 Peachtree Street NW,Atlanta,Georgia,30303,Fulton,3 to 5
Positively Autism,Contact by email only,,,,,,3 to 5
Psych Atlanta - Alpharetta/Roswell,(770) 667-1264,11755 Pointe Place Suite A-1,Roswell,GA,30076,Fulton,3 to 5
Putnam Jasper Support Services,(706) 484-2845,149 Sara Lee Drive,Eatonton,GA,31024,Putnam,3 to 5
Puzzle Pieces Intervention Center,(478) 919-8606,"114 Constitution Drive, Suite 300",Warner Robins,GA,31088,Houston,3 to 5
Rainbow Steps ABA,(470) 485-2220,"3100 Five Forks Trickum Rd SW STE 203,",Lilburn,GA,30047,Gwinnett,3 to 5
RDI Connect,(850) 345-6010,"3292 Thompson Bridge Road, Suite 327",Gainesville,GA,30506,Hall,3 to 5
Reaching Milestones - Augusta,(706) 863-9699,"624 Ponder Pl Dr,",Evans,Georgia,30809,Richmond,3 to 5
Reaching Milestones - Columbus,(706) 221-1208,Columbus Reaching Milestones 1450 Suite C 54th Street,Columbus,GA,31904,Muscogee,3 to 5
Reaching Milestones - Newnan,,"225 Millard Farmer Industrial Blvd building B,",Newnan,GA,30263,Coweta,3 to 5
Reaching Milestones - Richmond Hills,(912) 756-0656,"3766 US-17 Suite 301, 135 Cedar Street",Richmond Hill,GA,31324,Bryan,3 to 5
Readable Clinic,(678) 697-6049,4851 Lula Street,Lilburn,GA,30047,Gwinnett,3 to 5
Reclif,(678) 691-5426,"3200 Pointe Parkway, Suite 200",Peachtree Corners,GA,30092,Gwinnett,3 to 5
Resource Education Solutions,(404) 256-5500,776 Windsor Parkway Sandy Springs Georgia 30342,Sandy Springs,GA,30342,Fulton,3 to 5
Riggs Educational Advocates for Children,(770) 924-0050,328 Old Farm Road,Woodstock,GA,30188,Cherokee,3 to 5
River Edge Family Support/Autism Funding,(478) 803-7657,175 Emery Highway,Macon,GA,,Bibb,3 to 5
Rockdale County Autism Support Group,(404) 358-6253,PO Box 381,Conyers,GA,30012,Rockdale,3 to 5
Rockldale County Autism Support Group,404-358-6253,PO Box 381,Conyers,GA,30012,Rockdale,3 to 5
Roswell GA - SNAPS – Special Needs and Parent Support,,St. Peter Chanel Catholic Church 1330 Woodstock Road,Roswell,GA,30075,Fulton,3 to 5
S.K.I.P. (Spectrum Kommunity Inclusion Project),770-617-8775,c/o Spectrum PO Box 3132,Suwanee,GA,30024,Gwinnett,3 to 5
"Saddle-Up Therapeutic Riding Center, Inc.",(912) 288-6324,6844 Tanglewood Drive,Blackshear,GA,31516,Pierce,3 to 5
Sky Zone Trampoline Park - Suwanee,(678) 745-9900,560 Old Peachtree Rd NW #300,Suwanee,GA,30024,Gwinnett,3 to 5
Social Skills Today,678-926-3297,3935 Carriage Gate Dr.,Duluth,GA,30096,Gwinnett,3 to 5
Southern Behavior Consultants LLC,(706) 870-1331,22 Buford Village Way Suite 229,Buford,GA,30518,Hall,3 to 5
"Southern Behavioral Group, Inc.",(888) 759-7706,2470 Windy Hill Road Suite 300,Marietta,GA,30067,Cobb,3 to 5
Southern Environmental Medicine Center,(404) 845-7484,"3833 Roswell Rd NE, Suite 116",Atlanta,GA,30342,Fulton,3 to 5
"Southern Psychological and Behavioral Services, LLC",(229) 474-9800,2236 Bemiss Road,Valdosta,GA,31602,Lowndes,3 to 5
Spark (Simons Foundation Powering Autism Research),,PO Box 1806,New York,NY,10159,,3 to 5
"Special Citizens Futures Unlimited, Inc.",(212) 643-2663,1775 Grand Concourse 8th Floor,Bronx,NY,10118,,3 to 5
Special Kicks,(912) 690-5425,"Empower Kids International 977 Northside Drive East,",Statesboro,GA,30458,Bulloch,3 to 5
Special Needs Siblings,(470) 343-4463,,,,,Gwinnett,3 to 5
Spectrum Autism Support Group,(770) 617-8775,P.O. Box 3132,Suwanee,GA,30024,Gwinnett,3 to 5
Spectrum Behavioral Associates,770-974-2945,"4492 Acworth Industrial Dr NW #100,",Acworth,GA,30101,Cobb,3 to 5
Spectrum Children Activity Center,(706) 427-2943,"79C Main Street, NW",Lilburn,GA,30047,Gwinnett,3 to 5
Spectrum Grandparents Support Group,770-617-8775,P.O. Box 3132,Suwanee,GA,30024,Gwinnett,3 to 5
Spectrum Integrative Health,(678) 691-0353,10160 Medlock Bridge Rd,Johns Creek,GA,30097,Fulton,3 to 5
"Spectrum Life Services, LLC",(678) 775-8977,P.O. Box 2411,"Duluth,",GA,30096,Gwinnett,3 to 5
Spectrum Pediatric Group,(770) 966-0778,3150 Cobb Parkway Suite 130,Kennesaw,GA,30152,Cobb,3 to 5
Spirit of Autism,404-939-6211,3924 Barr Circle,Tucker,GA,30084,DeKalb,3 to 5
"Spirit of Autism, LLC",(404) 939-6211,3924 Barr Circle,Tucker,GA,30084,DeKalb,3 to 5
Sprout Therapy,(844) 793-0173,756 W Peachtree St NW,Atlanta,GA,30308,Fulton,3 to 5
Talk About Curing Autism (TACA),949-640-4401,"TACA National Office 2222 Martin St., Suite 140",Irvine,CA,,,3 to 5
Talk About Curing Autism (TACA-Georgia Chapter),678-513-1200,"The Hyperbaric Therapy Center 104 Colony Park Drive, Ste 500",Cumming,GA,,Forsyth,3 to 5
Tameika Meadows,(404) 594-1398,,,GA,,DeKalb,3 to 5
Taylor's Time,678-390-2611,4514 Chamblee Dunwoody Road Suite 417,Atlanta,GA,30338,DeKalb,3 to 5
Team Autism Spectrum Clinic,423-622-0500,"Medical Towers 1000 E. 3rd Street, Suite 100",Chattanooga,TN,,,3 to 5
Teresa Conner,(229) 319-8910,,,GA,,Tift,3 to 5
The Autism Foundation of Georgia,(404) 712-2384,1551 Shoup Court,Decatur,GA,30033,DeKalb,3 to 5
The Autism Learning Center,(706) 221-8966,6100 Veterans Pkwy Suite 11,Columbus,GA,31909,Muscogee,3 to 5
The Autistic Self Advocacy Network,,P.O. Box 66122,Washington,DC,,,3 to 5
The Growing Place,(404) 862-6525,2700 Northeast Expressway NE Suite A110,Atlanta,GA,30345,Fulton,3 to 5
The Handle Institute,(206) 909-6028,P.O. Box 493735,Redding,CA,96049,,3 to 5
The Healthy U Now Foundation,(904) 834-2938,5270 Palm Valley Road,Ponte Vedra Beach,FL,32082,,3 to 5
The Hirsch Academy,404-378-9706,705 South Candler Street,Decatur,GA,30030,DeKalb,3 to 5
The Howard Center for Social Cognition and Communication,(912) 385-2927,1316 West Orange Street,Jesup,GA,31545,Wayne,3 to 5
The Howard Center for Social Cognition and Communication,(912) 385-2927,1316 West Orange Street,Jesup,GA,31545,Wayne,3 to 5
The Kiss Foundation,678-698-3986,3165 Henderson Walk,Atlanta,GA,30340,DeKalb,3 to 5
The Mosaic Project,770-314-1111,664 Crescent Ridge Trail,Mabelton,GA,,Cobb,3 to 5
The New Normal Society,404-861-0337,,,GA,,Fulton,3 to 5
"The Orchard Human Services, Inc.",(770) 686-0894,Serving the greater Metro Atlanta area,Atlanta,GA,,,3 to 5
The Piedmont School of Atlanta,(404) 382-8200,4484 Peachtree Road NE,Atlanta,GA,30319,DeKalb,3 to 5
The Rimland Center,(434) 528-9075,2919 Confederate Avenue,Lynchburg,VA,24501,,3 to 5
The Summit Autism Center - Roswell,(770) 552-1535,"1000 Holcomb Woods Parkway, Suite 320",Roswell,Georgia,30076,Fulton,3 to 5
The Summit Autism Center - Roswell,(770) 552-1535,"1000 Holcomb Woods Parkway, Suite 440",Roswell,GA,30076,Fulton,3 to 5
Therapy & Learning Center of GA Camp,(678) 824-2145,11285 Elkins Road Suite G2,Roswell,GA,30076,Fulton,3 to 5
Therapyland - Alpharetta,(678) 648-7644,6505 Shiloh Road Suite 100,Alpharetta,GA,30005,Fulton,3 to 5
Toombs ARC,(912) 526-6145,PO Box 27,Lyons,GA,30436,Toombs,3 to 5
Touch the Future,(864) 367-0831,"100 Construction Way, Unit 1",Anderson,SC,29625,,3 to 5
"Triad Psych, P.C. - Marietta",470-338-3488,316 Alexander Street Suite 6,Marietta,GA,30060,Cobb,3 to 5
Trusty Behavioral Services,(470) 219-8271,5130 Peachtree Blvd.,Chamblee,GA,30341,DeKalb,3 to 5
United Cerebral Palsy After School Program,(770) 822-3444,882 Hi Hope Lane,Lawrenceville,GA,30043,Gwinnett,3 to 5
University of Georgia Clinic for Autism Spectrum,(706) 542-7512,University Of Georgia 110 Carlton Street 302 Aderhold Hall,Athen,GA,30602,Clarke,3 to 5
Valdosta Pediatric Therapy Services,229-253-8500,200 W Moore St,Valdosta,GA,31602,Lowndes,3 to 5
Vibrant Kids Pediatrics,(678) 423-5560,"10 Market Square Way, Suite 100",Newnan,GA,30265,Coweta,3 to 5
Village Autism Center,(770) 565-3045,"4994 Lower Roswell Rd, Ste 10",Marietta,GA,30068,Cobb,3 to 5
Walden Early Childhood Center,404-727-8350,Emory University School of Medicine 1551 Shoup Court,Atlanta,GA,30322,DeKalb,3 to 5
Winter Social Skills Therapy,229-439-9951,1509 West 3rd Avenue,Albany,GA,31707,Dougherty,3 to 5
Word Rehab Inc.,(678) 850-0571,424 W Taylor Street,Griffin,GA,30224,Spalding,3 to 5
Working The Puzzle,(678) 395-6736,"12460 Crabapple Rd., Suite 202-149",Alpharetta,GA,30004,Fulton,3 to 5
"Wynsum Arts, LLC",425-985-3052,"5529-B Chamblee Dunwoody Road, Suite 122",Atlanta,GA,,DeKalb,3 to 5
Your IEP Source,(404) 530-9872,2801 Buford Highway NE Suite 503,Atlanta,GA,30329,DeKalb,3 to 5
24/7 Autism,706-331-0145,P.O. Box 2161,Rome,GA,30164,Floyd,6 to 11
A Place For me,(678) 720-7293,,,GA,,Gwinnett,6 to 11
A to Z Pediatric Therapy,(678) 733-9318,"5825 Glenridge Dr. Building 1, Suite 133",Atlanta,GA,30328,Fulton,6 to 11
A-Skate Foundation,(205) 862-6822,2328 2nd Avenue North,Birmingham,AL,35203,,6 to 11
"ABA Unlimited, LLC",(478) 313-5093,1000 Corporate Pointe Ste. 109,Warner Robins,GA,31088,Houston,6 to 11
ABC Pediatric Therapy Services,404-556-5554,2655 Dallas Highway Suite 320,Marietta,GA,30064,Cobb,6 to 11
Academy Psychological Services,(912)335-9367,2216 Skidaway Road,Savannah,GA,31404,Chatham,6 to 11
Advance Academy,912-355-9098,At the Matthew Reardon Center for Autism 6602 Abercorn St.,Savannah,GA,31405,Chatham,6 to 11
Advantage Intellectual & Development Disabilities Services - Elbert,(706) 213-2151,Quality Community Services 50 Chestnut Street,Elberton,GA,30635,Elbert,6 to 11
Aerie Experiences,404-285-0467,969 Golden Avenue,Dahlonega,GA,30533,Lumpkin,6 to 11
Aerie Summer Camp,404-285-0467,969 Golden Avenue,Dahlonega,GA,30533,Lumpkin,6 to 11
Albany Advocacy Resource Center (ARC),229-888-6852,3005 Old Dawson Road,Albany,GA,31721,Dougherty,6 to 11
Alexsander Academy,404-839-5910,1090 Powers Place,Alpharetta,GA,30009,Fulton,6 to 11
All About Learning Tutorial Service,(770) 912-1124,3155 Mill Street,Covington,GA,30014,Newton,6 to 11
All Kids First USA,(770) 558-6055,4720 Peachtree Industrial Blvd Suite 301 & 305,Berkeley Lake,GA,30071,Gwinnett,6 to 11
"All Kids First, LLC",(404) 394-3382,"1509 Atkinson Road, Suite #2200",Lawrenceville,GA,30043,Gwinnett,6 to 11
Ameri-Kan Karate,770-388-9858,WorldClass American Karate 1680 Dogwood Drive Suite,Conyers,GA,30013,Rockdale,6 to 11
Amy Jefferson - Behavior Specialist,(770) 424-0207,"2903 Auburn Ct SW Marietta, GA 30064",Marietta,GA,30064,Cobb,6 to 11
Anna Shaw Children’s Institute,706-226-8900,1201 Burleyson Road,Dalton,GA,30722-1168,Whitfield,6 to 11
Apollo Behavior Services,(404) 941-6201,"5050 Research CT, Suite 125",Suwanee,Georgia,30024,Forsyth,6 to 11
Appleseeds Learning Center,(770) 627-2267,2933 Cherokee Street NW,Kennesaw,GA,30144,Cobb,6 to 11
"Applied Behavioral Consulting, LLC",770-609-8777,,,GA,,Gwinnett,6 to 11
"Applied Behavioral Consulting, LLC - Athens",(770) 609-8777,"1060 Gaines School Rd. Suite C-2,",Athens,GA,30605,Clarke,6 to 11
Art It Out Therapy Center - Atlanta,(770) 989-1300,"4300 Paces Ferry Rd, Suite 357",Atlanta,GA,30339,Cobb,6 to 11
Ascend Neurology - Atlanta,(404) 256-3535,5505 Peachtree Dunwoody Road Suite 500,Atlanta,GA,30342,Fulton,6 to 11
Assistance Dogs for Autism,,145 Foxfield Drive,Harmony,NC,28634,,6 to 11
"Assured Relief Home Care, LLC.",(678) 272-7202,"820 Pavilion Ct, Suite D",McDonough,GA,30253,Henry,6 to 11
Atlanta Autism Center,(833) 628-8476,6450 Spalding Drive Suite B,Peachtree Corners,GA,30092,Fulton,6 to 11
Atlanta Hyperbaric Center,(770) 948-4511,654 Windy Hill Rd. SE,Smyrna,GA,30080,Cobb,6 to 11
Augusta Autism and Disability Support Group,,"Wesley United Methodist Church, 825 N Belair Road",Evans,GA,30809,Columbia,6 to 11
Ausomely Included,(470) 400-9301,,,,,Coweta,6 to 11
"Autism and Developmental Center, Navicent Health",478-633-8100,"Autism and Developmental Center, Navicent Health 1014 Forsyth Street Macon, GA 31201",Macon,GA,31201,Bibb,6 to 11
Autism Hope Center,706-604-6333,PO Box 6028,Columbus,GA,31917,Muscogee,6 to 11
Autism Improvised,(770) 573-0320,PO Box 862097,Marietta,GA,30062,Cobb,6 to 11
Autism in Bartow,,,Cartersville,GA,,Bartow,6 to 11
Autism in Georgia,404-536-8244,6340 Cedar Crest Road,Acworth,GA,,Cobb,6 to 11
Autism Learning Partners - Cumming,(818) 241-6780,160 Clairemont Avenue Suite 625,Decatur,GA,30030,DeKalb,6 to 11
Autism Learning Partners - Dekalb,(678) 280-7779,160 Clairemont Avenue,Decatur,GA,30030,DeKalb,6 to 11
Autism Parent Support Group,(229) 344-1501,Albany ARC Training Center 1319 West Broad Avenue,Albany,GA,31708,Dougherty,6 to 11
Autism Research Institute,619-281-7165,4182 Adams Avenue,San Diego,CA,92116,,6 to 11
Autism Resource Center,,528 Chaucer Way,Stockbridge,GA,30281,Henry,6 to 11
Autism Society Georgia,(770) 852-0266,"8343 Roswell Rd., Suite 339",Atlanta,GA,30350,Fulton,6 to 11
Autism Society of America,(800) 328-8476,4340 East-West Highway Suite 350,Bethesda,MD,20814,,6 to 11
Autism Society of America Scholarship,301/657-0881,2012 Autism Society Awards 4340 East West HighwaySuite 350,Bethesda,MD,,,6 to 11
Autism Speaks,212-252-8584,1 East 33rd Street 4th floor,New York,NY,10016,,6 to 11
Autism Speaks - Georgia Regional Office,770-451-0570,900 Circle 75 Parkway Suite 445,Atlanta,GA,3039,Cobb,6 to 11
Autistic Self Advocacy Atlanta,(404) 444-0731,Autistic Self Advocacy Network PO Box 66122,Washington,DC,20035,,6 to 11
Autumn's Gift,(678) 558-6753,9500 Medlock Bridge Road,Johns Creek,GA,30097,Fulton,6 to 11
Avita Autism Services,(678) 513-5725,4331 Thurmon Tanner Parkway,Flowery Branch,GA,30542,Hall,6 to 11
Avita Community Partners (Forsyth),678-341-3840,125 North Corners Parkway,Cumming,GA,30040,Forsyth,6 to 11
Avita Community Partners (Habersham),706-894-3750,196 Stoggins Drive,Demorest,GA,30528,Habersham,6 to 11
Avita Community Partners (Stephens),(706) 282-4542,1763 Fernside Drive,Toccoa,GA,30577,Stephens,6 to 11
Avita Community Partners (Towns),706-745-5911,76 Martin Street Suite A,Blairsville,GA,30582,Towns,6 to 11
Avita Community Partners (Union),706-745-5911,76 Hunt Martin Street Suite A,Blairsville,GA,30512,Union,6 to 11
